surface	status	category	identifier	detail	source	line
rest_route	planned	GET	/_data_stream/_stats		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDataStreamsStatsAction.java	61
rest_route	planned	GET	/_data_stream/{name}/_stats		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDataStreamsStatsAction.java	62
rest_route	planned	DELETE	/_component_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDeleteComponentTemplateAction.java	59
rest_route	planned	DELETE	/_index_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDeleteComposableIndexTemplateAction.java	59
rest_route	planned	DELETE	/_data_stream/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDeleteDataStreamAction.java	59
rest_route	planned	DELETE	/		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDeleteIndexAction.java	62
rest_route	stubbed	DELETE	/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDeleteIndexAction.java	62
rest_route	planned	DELETE	/_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestDeleteIndexTemplateAction.java	58
rest_route	planned	GET	/_flush		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestFlushAction.java	62
rest_route	planned	POST	/_flush		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestFlushAction.java	63
rest_route	planned	GET	/{index}/_flush		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestFlushAction.java	64
rest_route	planned	POST	/{index}/_flush		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestFlushAction.java	65
rest_route	planned	POST	/_forcemerge		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestForceMergeAction.java	64
rest_route	planned	POST	/{index}/_forcemerge		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestForceMergeAction.java	64
rest_route	planned	GET	/_alias		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	77
rest_route	planned	GET	/_aliases		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	78
rest_route	planned	GET	/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	79
rest_route	planned	HEAD	/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	80
rest_route	planned	GET	/{index}/_alias		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	81
rest_route	planned	HEAD	/{index}/_alias		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	82
rest_route	planned	GET	/{index}/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	83
rest_route	planned	HEAD	/{index}/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetAliasesAction.java	84
rest_route	planned	GET	/_component_template		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetComponentTemplateAction.java	66
rest_route	planned	GET	/_component_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetComponentTemplateAction.java	67
rest_route	planned	HEAD	/_component_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetComponentTemplateAction.java	68
rest_route	planned	GET	/_index_template		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetComposableIndexTemplateAction.java	66
rest_route	planned	GET	/_index_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetComposableIndexTemplateAction.java	67
rest_route	planned	HEAD	/_index_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetComposableIndexTemplateAction.java	68
rest_route	planned	GET	/_data_stream		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetDataStreamsAction.java	58
rest_route	planned	GET	/_data_stream/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetDataStreamsAction.java	58
rest_route	planned	GET	/_mapping/field/{fields}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetFieldMappingAction.java	73
rest_route	planned	GET	/{index}/_mapping/field/{fields}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetFieldMappingAction.java	73
rest_route	planned	GET	/_template		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetIndexTemplateAction.java	69
rest_route	planned	GET	/_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetIndexTemplateAction.java	69
rest_route	planned	HEAD	/_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetIndexTemplateAction.java	69
rest_route	stubbed	GET	/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetIndicesAction.java	65
rest_route	planned	HEAD	/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetIndicesAction.java	65
rest_route	planned	GET	/{index}/ingestion/_state		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetIngestionStateAction.java	40
rest_route	planned	GET	/_mapping		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetMappingAction.java	85
rest_route	planned	GET	/_mappings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetMappingAction.java	86
rest_route	planned	GET	/{index}/_mapping		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetMappingAction.java	87
rest_route	planned	GET	/{index}/_mappings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetMappingAction.java	88
rest_route	planned	GET	/_settings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetSettingsAction.java	64
rest_route	planned	GET	/_settings/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetSettingsAction.java	65
rest_route	planned	GET	/{index}/_settings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetSettingsAction.java	66
rest_route	planned	GET	/{index}/_settings/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetSettingsAction.java	67
rest_route	planned	GET	/{index}/_setting/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestGetSettingsAction.java	68
rest_route	planned	DELETE	/{index}/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexDeleteAliasesAction.java	61
rest_route	planned	DELETE	/{index}/_aliases/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexDeleteAliasesAction.java	61
rest_route	planned	POST	/{index}/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	66
rest_route	planned	PUT	/{index}/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	67
rest_route	planned	POST	/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	68
rest_route	planned	PUT	/_alias/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	69
rest_route	planned	POST	/{index}/_aliases/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	70
rest_route	planned	PUT	/{index}/_aliases/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	71
rest_route	planned	POST	/_aliases/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	72
rest_route	planned	PUT	/_aliases/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	73
rest_route	planned	PUT	/{index}/_alias		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	74
rest_route	planned	PUT	/{index}/_aliases		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	75
rest_route	planned	PUT	/_alias		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndexPutAliasAction.java	76
rest_route	planned	POST	/_aliases		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesAliasesAction.java	65
rest_route	planned	GET	/_segments		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesSegmentsAction.java	59
rest_route	planned	GET	/{index}/_segments		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesSegmentsAction.java	59
rest_route	planned	GET	/_shard_stores		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesShardStoresAction.java	65
rest_route	planned	GET	/{index}/_shard_stores		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesShardStoresAction.java	65
rest_route	planned	GET	/_stats		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesStatsAction.java	70
rest_route	planned	GET	/_stats/{metric}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesStatsAction.java	71
rest_route	planned	GET	/{index}/_stats		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesStatsAction.java	72
rest_route	planned	GET	/{index}/_stats/{metric}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestIndicesStatsAction.java	73
rest_route	planned	POST	/_open		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestOpenIndexAction.java	67
rest_route	planned	POST	/{index}/_open		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestOpenIndexAction.java	67
rest_route	planned	POST	/{index}/ingestion/_pause		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPauseIngestionAction.java	40
rest_route	planned	POST	/_component_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutComponentTemplateAction.java	61
rest_route	planned	PUT	/_component_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutComponentTemplateAction.java	61
rest_route	planned	POST	/_index_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutComposableIndexTemplateAction.java	61
rest_route	planned	PUT	/_index_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutComposableIndexTemplateAction.java	61
rest_route	planned	POST	/_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutIndexTemplateAction.java	65
rest_route	planned	PUT	/_template/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutIndexTemplateAction.java	65
rest_route	planned	POST	/{index}/_mapping		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutMappingAction.java	69
rest_route	planned	PUT	/{index}/_mapping		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutMappingAction.java	70
rest_route	planned	POST	/{index}/_mappings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutMappingAction.java	71
rest_route	planned	PUT	/{index}/_mappings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestPutMappingAction.java	72
rest_route	planned	GET	/_recovery		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRecoveryAction.java	59
rest_route	planned	GET	/{index}/_recovery		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRecoveryAction.java	59
rest_route	planned	GET	/_refresh		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRefreshAction.java	64
rest_route	planned	POST	/_refresh		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRefreshAction.java	65
rest_route	planned	GET	/{index}/_refresh		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRefreshAction.java	66
rest_route	planned	POST	/{index}/_refresh		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRefreshAction.java	67
rest_route	planned	POST	/{index}/_shrink/{target}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResizeHandler.java	142
rest_route	planned	PUT	/{index}/_shrink/{target}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResizeHandler.java	142
rest_route	planned	POST	/{index}/_split/{target}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResizeHandler.java	166
rest_route	planned	PUT	/{index}/_split/{target}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResizeHandler.java	166
rest_route	planned	POST	/{index}/_clone/{target}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResizeHandler.java	190
rest_route	planned	PUT	/{index}/_clone/{target}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResizeHandler.java	190
rest_route	planned	GET	/_resolve/index/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResolveIndexAction.java	60
rest_route	planned	POST	/{index}/ingestion/_resume		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestResumeIngestionAction.java	37
rest_route	planned	POST	/{index}/_rollover		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRolloverIndexAction.java	63
rest_route	planned	POST	/{index}/_rollover/{new_index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestRolloverIndexAction.java	63
rest_route	planned	POST	/{index}/_scale		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestScaleIndexAction.java	35
rest_route	planned	POST	/_index_template/_simulate_index/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSimulateIndexTemplateAction.java	61
rest_route	planned	POST	/_index_template/_simulate		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSimulateTemplateAction.java	60
rest_route	planned	POST	/_index_template/_simulate/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSimulateTemplateAction.java	60
rest_route	planned	GET	/_flush/synced		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSyncedFlushAction.java	74
rest_route	planned	POST	/_flush/synced		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSyncedFlushAction.java	75
rest_route	planned	GET	/{index}/_flush/synced		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSyncedFlushAction.java	76
rest_route	planned	POST	/{index}/_flush/synced		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestSyncedFlushAction.java	77
rest_route	planned	PUT	/_settings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestUpdateSettingsAction.java	65
rest_route	planned	PUT	/{index}/_settings		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestUpdateSettingsAction.java	65
rest_route	planned	POST	/_upgrade		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestUpgradeAction.java	59
rest_route	planned	POST	/{index}/_upgrade		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestUpgradeAction.java	59
rest_route	planned	GET	/_upgrade		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestUpgradeStatusAction.java	59
rest_route	planned	GET	/{index}/_upgrade		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestUpgradeStatusAction.java	59
rest_route	planned	GET	/_validate/query		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestValidateQueryAction.java	69
rest_route	planned	POST	/_validate/query		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestValidateQueryAction.java	70
rest_route	planned	GET	/{index}/_validate/query		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestValidateQueryAction.java	71
rest_route	planned	POST	/{index}/_validate/query		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/admin/indices/RestValidateQueryAction.java	72
rest_route	planned	GET	/_cat/aliases		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestAliasAction.java	61
rest_route	planned	GET	/_cat/aliases/{alias}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestAliasAction.java	61
rest_route	planned	GET	/_cat/allocation		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestAllocationAction.java	72
rest_route	planned	GET	/_cat/allocation/{nodes}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestAllocationAction.java	72
rest_route	planned	GET	/_cat		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestCatAction.java	69
rest_route	planned	GET	/_cat/recovery		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestCatRecoveryAction.java	72
rest_route	planned	GET	/_cat/recovery/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestCatRecoveryAction.java	72
rest_route	planned	GET	/_cat/count		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestCountAction.java	65
rest_route	planned	GET	/_cat/count/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestCountAction.java	65
rest_route	planned	GET	/_cat/fielddata		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestFielddataAction.java	60
rest_route	planned	GET	/_cat/fielddata/{fields}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestFielddataAction.java	60
rest_route	planned	GET	/_cat/health		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestHealthAction.java	58
rest_route	planned	GET	/_cat/indices		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestIndicesAction.java	117
rest_route	planned	GET	/_cat/indices/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestIndicesAction.java	117
rest_route	planned	GET	/_cat/nodeattrs		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestNodeAttrsAction.java	69
rest_route	planned	GET	/_cat/nodes		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestNodesAction.java	98
rest_route	planned	GET	/_cat/pending_tasks		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestPendingClusterTasksAction.java	61
rest_route	planned	GET	/_cat/pit_segments		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestPitSegmentsAction.java	49
rest_route	planned	GET	/_cat/pit_segments/_all		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestPitSegmentsAction.java	49
rest_route	planned	GET	/_cat/plugins		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestPluginsAction.java	68
rest_route	planned	GET	/_cat/repositories		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestRepositoriesAction.java	61
rest_route	planned	GET	/_cat/segments		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestSegmentsAction.java	81
rest_route	planned	GET	/_cat/segments/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestSegmentsAction.java	81
rest_route	planned	GET	/_cat/shards		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestShardsAction.java	92
rest_route	planned	GET	/_cat/shards/{index}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestShardsAction.java	92
rest_route	planned	GET	/_cat/snapshots		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestSnapshotAction.java	68
rest_route	planned	GET	/_cat/snapshots/{repository}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestSnapshotAction.java	68
rest_route	planned	GET	/_cat/tasks		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestTasksAction.java	79
rest_route	planned	GET	/_cat/templates		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestTemplatesAction.java	66
rest_route	planned	GET	/_cat/templates/{name}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestTemplatesAction.java	66
rest_route	planned	GET	/_cat/thread_pool		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestThreadPoolAction.java	81
rest_route	planned	GET	/_cat/thread_pool/{thread_pool_patterns}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/cat/RestThreadPoolAction.java	81
rest_route	planned	POST	/_bulk		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkAction.java	77
rest_route	planned	POST	/{index}/_bulk		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkAction.java	77
rest_route	planned	PUT	/_bulk		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkAction.java	77
rest_route	planned	PUT	/{index}/_bulk		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkAction.java	77
rest_route	planned	POST	/_bulk/stream		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkStreamingAction.java	77
rest_route	planned	PUT	/_bulk/stream		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkStreamingAction.java	78
rest_route	planned	POST	/{index}/_bulk/stream		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkStreamingAction.java	79
rest_route	planned	PUT	/{index}/_bulk/stream		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestBulkStreamingAction.java	80
rest_route	planned	DELETE	/{index}/_doc/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestDeleteAction.java	60
rest_route	stubbed	GET	/{index}/_doc/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestGetAction.java	71
rest_route	planned	HEAD	/{index}/_doc/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestGetAction.java	71
rest_route	planned	GET	/{index}/_source/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestGetSourceAction.java	70
rest_route	planned	HEAD	/{index}/_source/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestGetSourceAction.java	70
rest_route	planned	POST	/{index}/_doc/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestIndexAction.java	65
rest_route	stubbed	PUT	/{index}/_doc/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestIndexAction.java	65
rest_route	planned	POST	/{index}/_create/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestIndexAction.java	87
rest_route	planned	PUT	/{index}/_create/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestIndexAction.java	87
rest_route	planned	POST	/{index}/_doc		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestIndexAction.java	124
rest_route	planned	GET	/_mget		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiGetAction.java	68
rest_route	planned	GET	/{index}/_mget		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiGetAction.java	68
rest_route	planned	POST	/_mget		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiGetAction.java	68
rest_route	planned	POST	/{index}/_mget		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiGetAction.java	68
rest_route	planned	GET	/_mtermvectors		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiTermVectorsAction.java	62
rest_route	planned	POST	/_mtermvectors		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiTermVectorsAction.java	63
rest_route	planned	GET	/{index}/_mtermvectors		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiTermVectorsAction.java	64
rest_route	planned	POST	/{index}/_mtermvectors		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestMultiTermVectorsAction.java	65
rest_route	planned	GET	/{index}/_termvectors		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestTermVectorsAction.java	68
rest_route	planned	POST	/{index}/_termvectors		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestTermVectorsAction.java	69
rest_route	planned	GET	/{index}/_termvectors/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestTermVectorsAction.java	70
rest_route	planned	POST	/{index}/_termvectors/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestTermVectorsAction.java	71
rest_route	planned	POST	/{index}/_update/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/document/RestUpdateAction.java	64
rest_route	planned	DELETE	/_ingest/pipeline/{id}		/home/ubuntu/OpenSearch/server/src/main/java/org/opensearch/rest/action/ingest/RestDeletePipelineAction.java	58
